,Open,High,Low,Close,Adj Close,Volume
2013-01-02 01:30:00,11.260000228881836,11.260000228881836,10.380000114440918,10.579999923706055,9.530440330505371,1913500
2013-01-03 01:30:00,10.5,10.760000228881836,9.859999656677246,10.140000343322754,9.134089469909668,3659050
2013-01-04 01:30:00,10.100000381469727,10.140000343322754,9.9399995803833,10.079999923706055,9.080042839050293,3644503
2013-01-07 01:30:00,10.079999923706055,10.079999923706055,9.699999809265137,10.0,9.007977485656738,3244008
2013-01-08 01:30:00,10.0,10.640000343322754,9.979999542236328,10.359999656677246,9.332265853881836,4774508
2013-01-09 01:30:00,10.420000076293945,10.819999694824219,10.420000076293945,10.800000190734863,9.728616714477539,2582392
2013-01-10 01:30:00,11.0,11.779999732971191,10.920000076293945,11.520000457763672,10.377191543579102,4386200
2013-01-11 01:30:00,11.520000457763672,11.520000457763672,11.520000457763672,11.520000457763672,10.377191543579102,0
2013-01-14 01:30:00,11.899999618530273,11.899999618530273,10.720000267028809,11.720000267028809,10.557351112365723,3224653
2013-01-15 01:30:00,11.739999771118164,11.739999771118164,11.359999656677246,11.420000076293945,10.287111282348633,1403500
2013-01-16 01:30:00,11.399999618530273,11.5,10.699999809265137,10.979999542236328,9.89076042175293,2070241
2013-01-17 01:30:00,11.100000381469727,11.300000190734863,10.720000267028809,10.84000015258789,9.7646484375,1356500
2013-01-18 01:30:00,10.899999618530273,11.079999923706055,10.739999771118164,10.739999771118164,9.674567222595215,1365500
2013-01-21 01:30:00,10.800000190734863,10.9399995803833,10.420000076293945,10.800000190734863,9.728616714477539,1533000
2013-01-22 01:30:00,10.800000190734863,10.960000038146973,10.399999618530273,10.899999618530273,9.818695068359375,2420500
2013-01-23 01:30:00,11.0,11.020000457763672,10.699999809265137,10.859999656677246,9.78266429901123,1173017
2013-01-24 01:30:00,10.899999618530273,10.960000038146973,10.359999656677246,10.5600004196167,9.512425422668457,3433500
2013-01-25 01:30:00,10.539999961853027,10.760000228881836,10.199999809265137,10.279999732971191,9.260199546813965,1554000
2013-01-28 01:30:00,10.260000228881836,10.399999618530273,10.020000457763672,10.359999656677246,9.332265853881836,1465300
2013-01-29 01:30:00,10.359999656677246,10.399999618530273,10.260000228881836,10.34000015258789,9.314248085021973,1734500
2013-01-30 01:30:00,10.319999694824219,10.34000015258789,10.239999771118164,10.300000190734863,9.278217315673828,1499503
2013-01-31 01:30:00,10.300000190734863,10.4399995803833,10.0,10.380000114440918,9.350281715393066,1559800
2013-02-01 01:30:00,10.300000190734863,11.380000114440918,10.300000190734863,11.300000190734863,10.17901611328125,4210948
2013-02-04 01:30:00,10.819999694824219,11.199999809265137,10.319999694824219,10.399999618530273,9.36829662322998,5459500
2013-02-05 01:30:00,10.020000457763672,10.899999618530273,10.020000457763672,10.739999771118164,9.674567222595215,1775500
2013-02-06 01:30:00,10.739999771118164,11.0,10.739999771118164,10.899999618530273,9.818695068359375,1638500
2013-02-07 01:30:00,10.899999618530273,10.979999542236328,10.5600004196167,10.579999923706055,9.530440330505371,866000
2013-02-08 01:30:00,10.5,10.819999694824219,10.4399995803833,10.739999771118164,9.674567222595215,477500
2013-02-14 01:30:00,10.84000015258789,11.239999771118164,10.84000015258789,11.119999885559082,10.016870498657227,575000
2013-02-15 01:30:00,11.100000381469727,11.279999732971191,10.920000076293945,11.140000343322754,10.034887313842773,640000
2013-02-18 01:30:00,11.260000228881836,11.279999732971191,10.899999618530273,11.0,9.908775329589844,331000
2013-02-19 01:30:00,11.0,11.399999618530273,10.960000038146973,11.100000381469727,9.998854637145996,697000
2013-02-20 01:30:00,11.199999809265137,11.199999809265137,11.0,11.0600004196167,9.962822914123535,464000
2013-02-21 01:30:00,11.0600004196167,11.0600004196167,10.680000305175781,10.760000228881836,9.692584991455078,697500
2013-02-22 01:30:00,10.739999771118164,11.079999923706055,10.699999809265137,11.0,9.908775329589844,674504
2013-02-25 01:30:00,11.0,11.0,10.5,10.539999961853027,9.494409561157227,655000
2013-02-26 01:30:00,10.100000381469727,10.5,10.100000381469727,10.260000228881836,9.242186546325684,1886002
2013-02-27 01:30:00,10.359999656677246,10.479999542236328,10.279999732971191,10.300000190734863,9.278217315673828,658504
2013-02-28 01:30:00,10.460000038146973,10.5,10.119999885559082,10.239999771118164,9.224169731140137,1319000
2013-03-01 01:30:00,10.260000228881836,10.399999618530273,10.140000343322754,10.239999771118164,9.224169731140137,1545500
2013-03-04 01:30:00,10.199999809265137,10.239999771118164,10.0600004196167,10.079999923706055,9.080042839050293,731505
2013-03-05 01:30:00,10.0600004196167,10.300000190734863,10.0600004196167,10.260000228881836,9.242186546325684,438500
2013-03-06 01:30:00,10.220000267028809,10.380000114440918,10.199999809265137,10.300000190734863,9.278217315673828,834335
2013-03-07 01:30:00,10.199999809265137,10.279999732971191,10.119999885559082,10.140000343322754,9.134089469909668,530500
2013-03-08 01:30:00,10.119999885559082,10.279999732971191,10.100000381469727,10.119999885559082,9.116074562072754,664500
2013-03-11 01:30:00,10.100000381469727,10.119999885559082,9.529999732971191,9.59000015258789,8.638649940490723,2142500
2013-03-12 01:30:00,9.510000228881836,9.59000015258789,8.670000076293945,8.850000381469727,7.972060680389404,3537500
2013-03-13 01:30:00,8.800000190734863,9.170000076293945,8.75,9.0,8.10718059539795,1238500
2013-03-14 01:30:00,9.0,9.010000228881836,8.699999809265137,8.800000190734863,7.9270219802856445,810930
2013-03-15 01:30:00,8.800000190734863,9.100000381469727,8.800000190734863,8.989999771118164,8.098170280456543,1481000
2013-03-18 01:30:00,8.9399995803833,8.9399995803833,8.25,8.5600004196167,7.71082878112793,992502
2013-03-19 01:30:00,8.539999961853027,8.779999732971191,8.479999542236328,8.539999961853027,7.692813873291016,1135000
2013-03-20 01:30:00,8.619999885559082,8.960000038146973,8.5,8.880000114440918,7.999085426330566,1019005
2013-03-21 01:30:00,8.829999923706055,8.859999656677246,8.550000190734863,8.649999618530273,7.79189920425415,481500
2013-03-22 01:30:00,8.699999809265137,8.699999809265137,8.359999656677246,8.460000038146973,7.620748519897461,715500
2013-03-25 01:30:00,8.390000343322754,8.800000190734863,8.319999694824219,8.789999961853027,7.91801118850708,572000
2013-03-26 01:30:00,8.75,9.359999656677246,8.649999618530273,9.34000015258789,8.413450241088867,1208500
2013-03-27 01:30:00,9.390000343322754,9.670000076293945,9.34000015258789,9.460000038146973,8.5215482711792,1456000
2013-03-28 01:30:00,9.600000381469727,9.600000381469727,8.880000114440918,8.880000114440918,7.999085426330566,1591835
2013-04-02 01:30:00,8.880000114440918,9.369999885559082,8.859999656677246,9.100000381469727,8.197259902954102,778006
2013-04-03 01:30:00,9.199999809265137,9.329999923706055,8.829999923706055,9.300000190734863,8.377419471740723,688001
2013-04-05 01:30:00,9.300000190734863,9.300000190734863,8.819999694824219,9.09000015258789,8.188250541687012,859500
2013-04-08 01:30:00,9.050000190734863,9.40999984741211,8.90999984741211,9.369999885559082,8.440473556518555,855500
2013-04-09 01:30:00,9.800000190734863,10.920000076293945,9.789999961853027,10.899999618530273,9.818695068359375,6888608
2013-04-10 01:30:00,11.0,11.140000343322754,10.420000076293945,10.680000305175781,9.62052059173584,4861400
2013-04-11 01:30:00,10.739999771118164,11.520000457763672,10.600000381469727,11.079999923706055,9.980838775634766,5090503
2013-04-12 01:30:00,10.960000038146973,11.579999923706055,10.920000076293945,11.199999809265137,10.088934898376465,2553500
2013-04-15 01:30:00,11.15999984741211,11.420000076293945,10.899999618530273,11.260000228881836,10.142982482910156,1524701
2013-04-16 01:30:00,11.0,11.239999771118164,10.920000076293945,11.100000381469727,9.998854637145996,1799000
2013-04-17 01:30:00,11.100000381469727,11.300000190734863,11.0,11.15999984741211,10.052902221679688,1177002
2013-04-18 01:30:00,11.15999984741211,11.779999732971191,11.100000381469727,11.539999961853027,10.395207405090332,4269500
2013-04-19 01:30:00,11.5,11.739999771118164,11.239999771118164,11.279999732971191,10.160998344421387,1905002
2013-04-22 01:30:00,11.279999732971191,11.84000015258789,11.039999961853027,11.760000228881836,10.593382835388184,3834428
2013-04-23 01:30:00,11.760000228881836,11.779999732971191,11.4399995803833,11.699999809265137,10.539335250854492,1000900
2013-04-24 01:30:00,11.699999809265137,12.119999885559082,11.600000381469727,11.899999618530273,10.71949291229248,3041500
2013-04-25 01:30:00,11.899999618530273,12.0,11.739999771118164,11.859999656677246,10.683462142944336,651000
2013-04-26 01:30:00,11.859999656677246,11.979999542236328,10.899999618530273,11.300000190734863,10.17901611328125,3237000
2013-04-29 01:30:00,11.479999542236328,11.539999961853027,11.239999771118164,11.279999732971191,10.160998344421387,493000
2013-04-30 01:30:00,11.220000267028809,11.779999732971191,11.220000267028809,11.399999618530273,10.269094467163086,869000
2013-05-02 01:30:00,11.399999618530273,11.65999984741211,11.239999771118164,11.600000381469727,10.449254989624023,1059000
2013-05-03 01:30:00,11.699999809265137,11.760000228881836,11.479999542236328,11.5,10.359174728393555,689503
